Object ID,Pathways,Chimeric?,Common-Name,Credits,Data-Source,Engineered?,Enzymes-Not-Used,Hypothetical-Reactions,In-Pathway,Key-Reactions,Names,Primary-Products,Primary-Reactants,Rate-Limiting-Step,Reaction-List,Regulated-By,Score,Species,Sub-Pathways,Synonyms,Taxonomic-Range,Variants?,Super-Pathways,Link
PWY-5388,PWY-5388,,N-glucosylnicotinate metabolism,THE-ARABIDOPSIS-INFORMATION-RESOURCE // hartmut,,,,,,,N-glucosylnicotinate metabolism,,,,NICOTINATE-GLUCOSYLTRANSFERASE-RXN,,,TAX-4043,,,TAX-3398,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5388
PWY-7861,PWY-7861,,<i>N</i>-hydroxy-L-pipecolate biosynthesis,SRI // caspi,,,,,,,<i>N</i>-hydroxy-L-pipecolate biosynthesis,,,,RXN-21030 // RXN-8166 // RXN-8172 // RXN66-565,,,TAX-3702,,,TAX-33090,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7861
PWY-7463,PWY-7463,,<i>N</i>-methylanthraniloyl-&beta;-<i>D</i>-glucopyranose biosynthesis,O-28 // hartmut,,,,,PWY-7476,,<i>N</i>-methylanthraniloyl-&beta;-<i>D</i>-glucopyranose biosynthesis,,,,ANTHRANILATE-N-METHYLTRANSFERASE-RXN // RXN-15371,,,TAX-38783,,,TAX-4496,,PWY-7476,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7463
PWY-7978,PWY-7978,,<i>N</i>-methylpyrrolidone degradation,SRI // caspi,,,,,,,<i>N</i>-methylpyrrolidone degradation,SUC,CPD-20950,,RXN-19382 // RXN-13065 // SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,,,TAX-179636,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7978
PWY-8341,PWY-8341,,<i>N</i><sup>1</sup>-methyl-<i>N</i><sup>3</sup>-aminocarboxypropyl-pseudouridine-modified rRNA biosynthesis,SRI // caspi,,,,,,,<i>N</i><sup>1</sup>-methyl-<i>N</i><sup>3</sup>-aminocarboxypropyl-pseudouridine-modified rRNA biosynthesis // m<sup>1</sup>acp<sup>3</sup>&psi;-modified rRNA biosynthesis,,,,RXN-22911 // RXN-13327 // RXN-22910,,,TAX-9606 // TAX-4932,,m<sup>1</sup>acp<sup>3</sup>&psi;-modified rRNA biosynthesis,TAX-2759 // TAX-2157,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8341
PWY0-1587,PWY0-1587,,N<sup>6</sup>-L-threonylcarbamoyladenosine<sup>37</sup>-modified tRNA biosynthesis,SRI // keseler,,,,,,,N<sup>6</sup>-L-threonylcarbamoyladenosine<sup>37</sup>-modified tRNA biosynthesis,,,,RXN-14569 // RXN-14570,,,TAX-4932 // TAX-511145,,,TAX-2759 // TAX-2 // TAX-2157,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY0-1587
PWY-5653,PWY-5653,,NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde,SRI // caspi,,,,,NADSYN-PWY,,NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde,NAD,2-AMINO-3-3-OXOPROP-2-ENYL-BUT-2-ENEDI,,RXN-5721 // QUINOPRIBOTRANS-RXN // NAD-SYNTH-GLN-RXN // NICONUCADENYLYLTRAN-RXN,,,TAX-201174 // TAX-985 // TAX-235140 // TAX-9606 // TAX-4530 // TAX-53483 // TAX-4932 // TAX-1890 // TAX-56448 // TAX-53413,,,TAX-2759 // TAX-2,,NADSYN-PWY,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5653
NAD-BIOSYNTHESIS-III,NAD-BIOSYNTHESIS-III,,NAD biosynthesis from nicotinamide,SRI // caspi,,,,,,2.4.2.12-RXN,NAD biosynthesis from nicotinamide // nicotinamide adenine dinucleotide biosynthesis,NAD,NIACINAMIDE,,2.7.7.1-RXN // 2.4.2.12-RXN,,,TAX-714 // TAX-536 // TAX-1299 // TAX-2097 // TAX-272634 // TAX-747 // TAX-24 // TAX-32046 // TAX-1148 // TAX-730,,nicotinamide adenine dinucleotide biosynthesis,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=NAD-BIOSYNTHESIS-III
PYRIDNUCSYN-PWY,PYRIDNUCSYN-PWY,,NAD <i>de novo</i> biosynthesis I,SRI // THE-ARABIDOPSIS-INFORMATION-RESOURCE // hartmut // caspi // O-18 // riley,,,,,PWY0-781,L-ASPARTATE-OXID-RXN,NAD <i>de novo</i> biosynthesis I // nicotinamide adenine dinucleotide biosynthesis,NAD,L-ASPARTATE,,L-ASPARTATE-OXID-RXN // QUINOLINATE-SYNTHA-RXN // QUINOPRIBOTRANS-RXN // NAD-SYNTH-NH3-RXN // NAD-SYNTH-GLN-RXN // NICONUCADENYLYLTRAN-RXN,,,TAX-1396 // TAX-1423 // TAX-266264 // TAX-511145 // TAX-3635 // TAX-1773 // TAX-4093 // TAX-4097 // TAX-287 // TAX-303 // TAX-305 // TAX-3988 // ORG-5993,,nicotinamide adenine dinucleotide biosynthesis,TAX-2759 // TAX-2,,PWY0-781,HTTPS://metacyc.org/pathway?orgid=META&id=PYRIDNUCSYN-PWY
NADSYN-PWY,NADSYN-PWY,,NAD <i>de novo</i> biosynthesis II (from tryptophan),SRI // caspi // O-16 // hong,,,,,PWY-3502,,NAD <i>de novo</i> biosynthesis II (from tryptophan) // nicotinamide adenine dinucleotide biosynthesis,NAD,TRP,,PWY-5653 // PWY-5651,,,TAX-201174 // TAX-985 // TAX-235140 // TAX-9606 // TAX-4530 // TAX-53483 // TAX-4932 // TAX-1890 // TAX-56448 // TAX-53413,PWY-5653 // PWY-5651,nicotinamide adenine dinucleotide biosynthesis,TAX-2759 // TAX-2,,PWY-3502,HTTPS://metacyc.org/pathway?orgid=META&id=NADSYN-PWY
PWY-8352,PWY-8352,,NAD <i>de novo</i> biosynthesis III,SRI // caspi,,,,,,1.4.1.21-RXN,NAD <i>de novo</i> biosynthesis III // nicotinamide adenine dinucleotide biosynthesis III,NAD,L-ASPARTATE,,RXN-22981 // QUINOLINATE-SYNTHA-RXN // QUINOPRIBOTRANS-RXN // NAD-SYNTH-NH3-RXN // NAD-SYNTH-GLN-RXN // NICONUCADENYLYLTRAN-RXN,,,TAX-2234 // TAX-2190 // TAX-29291 // TAX-39152 // TAX-2320 // TAX-2208 // TAX-2209 // TAX-145262 // TAX-2336,,nicotinamide adenine dinucleotide biosynthesis III,TAX-2157 // TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8352
PWY-8277,PWY-8277,,NAD <i>de novo</i> biosynthesis IV (anaerobic),SRI // caspi,,,,,,,NAD <i>de novo</i> biosynthesis IV (anaerobic) // nicotinamide adenine dinucleotide biosynthesis,NAD,L-ASPARTATE,,RXN-9772 // QUINOLINATE-SYNTHA-RXN // QUINOPRIBOTRANS-RXN // NAD-SYNTH-NH3-RXN // NAD-SYNTH-GLN-RXN // NICONUCADENYLYLTRAN-RXN,,,TAX-511145 // TAX-837 // TAX-53953,,nicotinamide adenine dinucleotide biosynthesis,TAX-2157 // TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8277
NADPHOS-DEPHOS-PWY,NADPHOS-DEPHOS-PWY,,NAD phosphorylation and dephosphorylation,SRI // fulcher // O-18 // riley,,,ALKAPHOSPHA-CPLX,,,RXN-5822,NAD phosphorylation and dephosphorylation,NADPH // NADP,,,RXN-5822 // TRANS-RXN0-277 // NAD-KIN-RXN,,,TAX-2190 // TAX-511145 // TAX-9606,,,TAX-2157 // TAX-33208 // TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=NADPHOS-DEPHOS-PWY
NADPHOS-DEPHOS-PWY-1,NADPHOS-DEPHOS-PWY-1,,NAD phosphorylation and transhydrogenation,SRI // brito // O-18 // riley,,,,,,,NAD phosphorylation and transhydrogenation,NADPH // NADP,,,TRANS-RXN0-277 // NAD-KIN-RXN,,,TAX-511145 // TAX-9606,,,TAX-2 // TAX-2157 // TAX-2759,,,HTTPS://metacyc.org/pathway?orgid=META&id=NADPHOS-DEPHOS-PWY-1
PWY-5381,PWY-5381,,NAD salvage (plants),THE-ARABIDOPSIS-INFORMATION-RESOURCE // hartmut,,,,,,,NAD salvage (plants) // pyridine nucleotide cycling (plants),,,,NICOTINAMID-RXN // RXN-8444 // NAD-SYNTH-GLN-RXN // NICONUCADENYLYLTRAN-RXN // NICOTINATEPRIBOSYLTRANS-RXN // RXN-8443 // RXN-8442 // RXN-8441 // RXN-5841 // NMNNUCLEOSID-RXN // NADPYROPHOSPHAT-RXN,,,TAX-4097 // TAX-3916,,pyridine nucleotide cycling (plants),TAX-33090,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5381
PYRIDNUCSAL-PWY,PYRIDNUCSAL-PWY,,NAD salvage pathway I (PNC VI cycle),SRI // caspi // O-16 // hong,,,,,,,NAD salvage pathway I (PNC VI cycle) // pyridine nucleotide cycling // nicotinamide adenine dinucleotide salvage,NAD,NIACINAMIDE // NICOTINAMIDE_NUCLEOTIDE,,NAD-SYNTH-NH3-RXN // NICOTINAMID-RXN // NAD-SYNTH-GLN-RXN // NMNNUCLEOSID-RXN // NICOTINATEPRIBOSYLTRANS-RXN // NADPYROPHOSPHAT-RXN // NICONUCADENYLYLTRAN-RXN,,,TAX-511145 // TAX-90371,,pyridine nucleotide cycling // nicotinamide adenine dinucleotide salvage,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PYRIDNUCSAL-PWY
PWY-7761,PWY-7761,,NAD salvage pathway II (PNC IV cycle),SRI // caspi,,,,,,,NAD salvage pathway II (PNC IV cycle),NAD,NICOTINAMIDE_NUCLEOTIDE,,NAD-SYNTH-NH3-RXN // NAD-SYNTH-GLN-RXN // NADPYROPHOSPHAT-RXN // NMNAMIDOHYDRO-RXN // NICONUCADENYLYLTRAN-RXN,,,TAX-511145 // TAX-90371,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7761
NAD-BIOSYNTHESIS-II,NAD-BIOSYNTHESIS-II,,NAD salvage pathway III (to nicotinamide riboside),SRI // caspi // hying,,,,,,RXN-5841 // NADPYROPHOSPHAT-RXN,NAD salvage pathway III (to nicotinamide riboside) // nicotinamide adenine dinucleotide salvage,,,,RXN-5841 // RXN-5822 // NADPYROPHOSPHAT-RXN,,,TAX-714 // TAX-511145 // TAX-727 // TAX-1358 // TAX-272131 // TAX-747 // TAX-730,,nicotinamide adenine dinucleotide salvage,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=NAD-BIOSYNTHESIS-II
PWY3O-4106,PWY3O-4106,,NAD salvage pathway IV (from nicotinamide riboside),SRI // caspi // O-16 // krieger,,,,,PWY-3502,,NAD salvage pathway IV (from nicotinamide riboside) // nicotinamide riboside salvage pathway // nicotinamide adenine dinucleotide salvage,NAD,NICOTINAMIDE_RIBOSE,,RIBOSYLNICOTINAMIDE-KINASE-RXN // 2.7.7.1-RXN,,,TAX-511145 // TAX-727 // TAX-9606 // TAX-4932,,nicotinamide riboside salvage pathway // nicotinamide adenine dinucleotide salvage,TAX-33208 // TAX-4751 // TAX-2,,PWY-3502,HTTPS://metacyc.org/pathway?orgid=META&id=PWY3O-4106
PWY3O-4107,PWY3O-4107,,NAD salvage pathway V (PNC V cycle),SRI // caspi // O-16,,,,,PWY-3502,,NAD salvage pathway V (PNC V cycle) // Preiss-Handler pathway,NAD,NIACINAMIDE,,RXN-15025 // NAD-SYNTH-GLN-RXN // NICOTINAMID-RXN // NICOTINATEPRIBOSYLTRANS-RXN // NICONUCADENYLYLTRAN-RXN,,,TAX-4932,,Preiss-Handler pathway,TAX-2759,,PWY-3502,HTTPS://metacyc.org/pathway?orgid=META&id=PWY3O-4107
PWY-5083,PWY-5083,,NAD(P)/NADPH interconversion,SRI // caspi // THE-ARABIDOPSIS-INFORMATION-RESOURCE // hartmut,,,,,,,NAD(P)/NADPH interconversion,NADPH // NADP,,,RXN-5822 // RXN-7703 // NADH-KINASE-RXN // NADH-DEHYDROG-A-RXN // NAD-KIN-RXN // PYRNUTRANSHYDROGEN-RXN,,,TAX-4498 // TAX-4113 // TAX-3562 // TAX-4577 // ORG-5993,,,TAX-4751 // TAX-33090,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5083
PWY-6938,PWY-6938,,NADH repair (eukaryotes),SRI // caspi,,,,,,4.2.1.93-RXN,NADH repair (eukaryotes),,,,RXN-12754 // RXN-12752 // RXN-12753 // 4.2.1.93-RXN,,,TAX-9606 // TAX-4932,,,TAX-2759,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6938
PWY-6938-1,PWY-6938-1,,NADH repair (prokaryotes),SRI // caspi,,,,,,RXN0-6727,NADH repair (prokaryotes),,,,RXN0-6727 // RXN-12754 // RXN-12752 // RXN-12753,,0.44000003,TAX-511145,,,TAX-2157 // TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6938-1
PWY2O6K-2,PWY2O6K-2,,NADH to cytochrome <i>aa<sub>3</sub></i> oxidase electron transfer,O0-13 // amackie,,,,,,,NADH to cytochrome <i>aa<sub>3</sub></i> oxidase electron transfer,,,,RXN-12164 // RXN0-7123,,,TAX-176279,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY2O6K-2
PWY0-1334,PWY0-1334,,NADH to cytochrome <i>bd</i> oxidase electron transfer I,SRI // amackie // O0-13 // lnolan // kr,,,APP-UBIOX-CPLX,,,RXN0-5266 // NADH-DEHYDROG-A-RXN,NADH to cytochrome <i>bd</i> oxidase electron transfer I,,,,RXN0-5266 // NADH-DEHYDROG-A-RXN,,,TAX-511145,,,TAX-33208 // TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY0-1334
PWY0-1568,PWY0-1568,,NADH to cytochrome <i>bd</i> oxidase electron transfer II,O0-13 // amackie,,,APP-UBIOX-CPLX // CPLX0-3121 // CPLX0-7632 // CPLX0-7939,,,,NADH to cytochrome <i>bd</i> oxidase electron transfer II,,,,RXN0-5266 // RXN0-5330,,,TAX-511145,,,TAX-2 // TAX-2157,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY0-1568
PWY0-1335,PWY0-1335,,NADH to cytochrome <i>bo</i> oxidase electron transfer I,SRI // amackie // O0-13 // lnolan // kr,,,,,,RXN0-5268 // NADH-DEHYDROG-A-RXN,NADH to cytochrome <i>bo</i> oxidase electron transfer I,,,,RXN0-5268 // NADH-DEHYDROG-A-RXN,,,TAX-160488 // TAX-511145,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY0-1335
PWY0-1567,PWY0-1567,,NADH to cytochrome <i>bo</i> oxidase electron transfer II,O0-13 // amackie,,,CPLX0-3121 // CPLX0-7632 // CPLX0-7939,,,,NADH to cytochrome <i>bo</i> oxidase electron transfer II,,,,RXN0-5268 // RXN0-5330,,,TAX-160488 // TAX-511145,,,TAX-2 // TAX-2157,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY0-1567
PWY0-1348,PWY0-1348,,NADH to dimethyl sulfoxide electron transfer,O0-13 // lnolan,,,,,,DIMESULFREDUCT-RXN // RXN0-5388,NADH to dimethyl sulfoxide electron transfer,,,,DIMESULFREDUCT-RXN // RXN0-5388,,,TAX-511145,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY0-1348
PWY0-1336,PWY0-1336,,NADH to fumarate electron transfer,SRI // O0-13 // amackie // kr,,,,,,R601-RXN // RXN0-5388,NADH to fumarate electron transfer,,,,R601-RXN // RXN0-5388,,,TAX-511145,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY0-1336
PWY0-1590,PWY0-1590,,NADH to hydrogen peroxide electron transfer,O0-13 // amackie,,,,,,,NADH to hydrogen peroxide electron transfer,,,,RXN-19020 // RXN0-5388,,,TAX-511145,,,TAX-451864 // TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY0-1590
PWY2O6K-4,PWY2O6K-4,,NADH to nitrate electron transfer,O0-13 // amackie,,,,,,,NADH to nitrate electron transfer // nitrate reduction (dissimilatory),,,,RXN0-3501 // RXN0-7123,,,TAX-176279,,nitrate reduction (dissimilatory),TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY2O6K-4
PWY0-1347,PWY0-1347,,NADH to trimethylamine <i>N</i>-oxide electron transfer,amackie // O0-13 // lnolan,,,,,,RXN0-5264 // RXN0-5388,NADH to trimethylamine <i>N</i>-oxide electron transfer // NADH to TMAO electron transfer,,,,RXN0-5264 // RXN0-5388,,,TAX-511145,,NADH to TMAO electron transfer,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY0-1347
PWY-8148,PWY-8148,,NADP biosynthesis,SRI // caspi,,,,,,,NADP biosynthesis,NADPH // NADP,,,NAD-KIN-RXN,,,TAX-511145 // TAX-9606 // TAX-4932 // ORG-5993,,,TAX-2759 // TAX-2 // TAX-2157,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8148
PWY-8137,PWY-8137,,NADPH repair (eukaryotes),SRI // caspi,,,,,,RXN-13139,NADPH repair (eukaryotes),,,,RXN-13139 // RXN-20456 // RXN-20457 // RXN-13142,,0.44000003,TAX-9606 // TAX-4932,,,TAX-2759,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8137
PWY-8136,PWY-8136,,NADPH repair (prokaryotes),SRI // caspi,,,,,,RXN-13141,NADPH repair (prokaryotes),,,,RXN-20456 // RXN-20457 // RXN-13142 // RXN-13141,,0.44000003,TAX-511145,,,TAX-2157 // TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8136
PWY-8271,PWY-8271,,NADPH to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane),SRI // caspi,,,SGL_RS11630-MONOMER,,,,NADPH to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane),,,,1.18.1.2-RXN // RXN-22408 // RXN1YI0-22 // PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN,,,TAX-84588 // TAX-1148,,,TAX-1117,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8271
PWY-5427,PWY-5427,,naphthalene degradation (aerobic),SRI // caspi,,,,,PWY-6956 // PWY-6954,NAPHTHALENE-12-DIOXYGENASE-RXN,naphthalene degradation (aerobic),CPD-110,NAPHTHALENE,,RXNN-386 // 1.2.1.65-RXN // RXN-8615 // RXN-8612 // 1.3.1.29-RXN // NAPHTHALENE-12-DIOXYGENASE-RXN,,,TAX-110517 // TAX-70356 // TAX-933800 // ORG-5942 // ORG-5950 // ORG-5957 // ORG-5966 // ORG-5974 // ORG-5978,,,TAX-2,,PWY-6956 // PWY-6954,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5427
PWY-7620,PWY-7620,,naphthalene degradation (anaerobic),SRI // caspi,,,,,,,naphthalene degradation (anaerobic),CPD-15897,NAPHTHALENE,,RXN-16239 // RXN-15001 // RXN-15000 // RXN-14999,,,TAX-700510 // TAX-865865,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7620
PWY-6956,PWY-6956,,naphthalene degradation to acetyl-CoA,SRI // caspi,,,,,,,naphthalene degradation to acetyl-CoA,,,,PWY-5162 // P183-PWY // PWY-6183 // PWY-5427,,,TAX-110517 // ORG-5942 // ORG-5950 // ORG-5957 // ORG-5966 // ORG-5974 // ORG-5978,PWY-5415 // PWY-5162 // P183-PWY // PWY-6183 // PWY-5427,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6956
PWY-8038,PWY-8038,,naphthomycin biosynthesis,SRI // caspi,,,,,,,naphthomycin biosynthesis,,,,RXN-20309 // RXN-20308 // RXN-20307 // RXN-20306 // RXN-20303 // RXN-20297 // RXN-20304 // RXN-20305,,,TAX-42684 // TAX-42236 // TAX-1910 // TAX-876169,,,TAX-201174,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8038
PWY-7421,PWY-7421,,"narbomycin, pikromycin and novapikromycin biosynthesis",SRI // caspi,,,,RXN-15110,,,"narbomycin, pikromycin and novapikromycin biosynthesis // narbomycin, picromycin and novapicromycin biosynthesis",,,,RXN-15110 // RXN-15106 // RXN-15107 // RXN-15099 // RXN-15102 // RXN-15105,,,TAX-53447 // TAX-68199 // TAX-67333 // TAX-54571 // TAX-68286,,"narbomycin, picromycin and novapicromycin biosynthesis",TAX-2062,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7421
PWY-7397,PWY-7397,,naringenin biosynthesis (engineered),SRI // caspi,,T,MONOMER-17854,,,,naringenin biosynthesis (engineered),,,,RXN-9697 // APIGNAR-RXN // NARINGENIN-CHALCONE-SYNTHASE-RXN // 4-COUMARATE--COA-LIGASE-RXN,,,TAX-3879 // TAX-4043 // TAX-4102 // TAX-5535,,,TAX-4751 // TAX-33090,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7397
PWY-6602,PWY-6602,,naringenin <i>C</i>-glucosylation,SRI // caspi // O-28 // hartmut // pujar,,,,,,,naringenin <i>C</i>-glucosylation // vitexin and isovitexin biosynthesis,,,,RXN-18753 // RXN-11685 // RXN-14076 // RXN-14069 // RXN-11686 // RXN-11684,,,TAX-3617 // TAX-4530,,vitexin and isovitexin biosynthesis,TAX-33090,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6602
PWY-5094,PWY-5094,,naringenin glycoside biosynthesis,THE-ARABIDOPSIS-INFORMATION-RESOURCE // hartmut,,,,,,,naringenin glycoside biosynthesis,,,,RXN-7732 // RXN-5002 // RXN-5381,,,TAX-43166 // TAX-37334 // TAX-37656 // TAX-4102,,,TAX-91827,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5094
PWY-5413,PWY-5413,,neoabietic acid biosynthesis,THE-ARABIDOPSIS-INFORMATION-RESOURCE // tissier,,,,,PWY-5416,,neoabietic acid biosynthesis,,,,RXN-8522 // RXN-8521 // RXN-8519 // RXN-8520 // RXN-8512 // RXN-4861,,,TAX-46611 // TAX-3352 // TAX-3329,,,TAX-3313,,PWY-5416,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5413
PWY-7841,PWY-7841,,neolacto-series glycosphingolipids biosynthesis,SRI // caspi,,,HS03285-MONOMER,,PWY-7835,,neolacto-series glycosphingolipids biosynthesis // neolactoglycosphingolipids biosynthesis,,,,RXN-18313 // RXN-18312 // RXN-18311 // RXN-18308 // RXN-18307 // RXN-18306 // 2.4.99.10-RXN // 2.4.1.163-RXN // CERAMIDE-GLUCOSYLTRANSFERASE-RXN // RXN-12119 // 2.4.1.206-RXN // RXN-12229,,,TAX-9606,,neolactoglycosphingolipids biosynthesis,TAX-33208,,PWY-7835,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7841
PWY-7092,PWY-7092,,neolinustatin bioactivation,O-28 // hartmut,,,CPLX-8152,,,,neolinustatin bioactivation,HCN // MEK,CPD-14596,,RXN-11733 // RXN-9674 // RXN-13603,,,TAX-3981 // TAX-4006,,,TAX-58024,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7092
PWY-7016,PWY-7016,,neomycin biosynthesis,SRI // caspi,,,,,PWY-7021,,neomycin biosynthesis,,,,RXN-13205 // RXN-13176 // RXN-13177 // RXN-13174 // RXN-13175,,,TAX-1906,,,TAX-2,,PWY-7021,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7016
PWY-6919,PWY-6919,,neopentalenoketolactone and pentalenate biosynthesis,SRI // caspi,,,,RXN-12652,,,neopentalenoketolactone and pentalenate biosynthesis,,,,RXNMETA-12666 // RXN-12664 // RXN-12663 // RXN-12662 // RXN-12661 // RXN-12658 // RXN-12652 // RXN-12650 // RXN-12649 // PENTALENENE-SYNTHASE-RXN // RXN-12651,,,TAX-33903,,,TAX-1883,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6919
PWY-7608,PWY-7608,,neoxaline biosynthesis,O-28 // hartmut,,,,,PWY-7609,,neoxaline biosynthesis,,,,RXN-16147 // RXN-16146,,,TAX-5076,,,TAX-4751,,PWY-7609,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7608
PWY-6809,PWY-6809,,neoxanthin biosynthesis,O-28 // pujar,,,,,CAROTENOID-PWY,,neoxanthin biosynthesis,,,,RXN-8074 // RXN1F-155,,,TAX-2711 // TAX-4097 // TAX-2850 // TAX-4081 // TAX-4113,,,TAX-33634 // TAX-33630 // TAX-33090,,CAROTENOID-PWY,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6809
PWY-8069,PWY-8069,,nepetalactone biosynthesis,PMN // xu,,,,,,,nepetalactone biosynthesis,,,,RXN-9367 // RXN-9369 // RXN-8618 // RXN-8197 // RXN-9368 // RXN-9370 // RXN-20748 // RXN-20746 // RXN-20747 // RXN-20744 // RXN-20745,,,TAX-39347 // TAX-54731,,,TAX-39172,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8069
PWY-8177,PWY-8177,,nerol biosynthesis,SRI // caspi,,,,,,,nerol biosynthesis,,,,DIMETHYLALLYLCISTRANSFERASE-RXN // RXN-21729,,,TAX-3847,,,TAX-33090,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8177
PWY-6681,PWY-6681,,neurosporaxanthin biosynthesis,O-28 // pujar,,,,,,,neurosporaxanthin biosynthesis,,,,RXN-11998 // RXN-11989 // RXN-11976 // RXN-12001 // RXN-12000 // RXN-11999 // RXN-11974,,,TAX-5141,,,TAX-33154,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6681
PWY-6287,PWY-6287,,neurosporene biosynthesis,SRI // caspi,,,,,PWY-5942,RXN-8022,neurosporene biosynthesis,,,,RXNARA-8002 // RXN-8024 // RXN-8023 // 2.5.1.32-RXN // RXN-8022,,,TAX-1061 // TAX-1063,,,TAX-2,,PWY-5942,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6287
PWY-7298,PWY-7298,,nevadensin biosynthesis,SRI // caspi // PMN // dreher,,,,,,,nevadensin biosynthesis,,,,RXN-14657 // RXN-14656 // RXN-14635 // RXN-14639 // RXN-14655,,,TAX-39350,,,TAX-33090,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7298
PWY-722,PWY-722,,nicotinate degradation I,SRI // caspi // O-18 // pellegrini-toole,,,,,PWY-5062,,nicotinate degradation I // maleamate pathway // nicotinate degradation,FUM,NIACINE,,RXN-11318 // NICOTINATE-DEHYDROGENASE-RXN // RXN-7573 // MALEATE-ISOMERASE-RXN // RXN-646 // 1.13.11.9-RXN,,,TAX-257310 // TAX-294 // TAX-303 // TAX-160488 // ORG-6131 // ORG-6130 // ORG-6129,,maleamate pathway // nicotinate degradation,TAX-1224,,PWY-5062,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-722
PWY-5033,PWY-5033,,nicotinate degradation II,SRI // fulcher,,,,,PWY-5062,,nicotinate degradation II,FUM,NIACINE,,RXN-11353 // RXN-646 // MALEATE-ISOMERASE-RXN // RXN-7586 // RXN-7585,,,TAX-86668,,,TAX-1239,,PWY-5062,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5033
